"docket_number","filing_year","total_amici","petition_granted"
"18-5059",2018,0,0
"18-506",2018,0,0
"18-5060",2018,0,0
"18-5061",2018,0,0
"18-5062",2018,0,0
"18-5063",2018,0,0
"18-5064",2018,0,0
"18-5065",2018,0,0
"18-5066",2018,0,0
"18-5067",2018,0,0
"18-5068",2018,0,0
"18-5069",2018,0,0
"18-507",2018,0,0
"18-5070",2018,0,0
"18-5071",2018,0,0
"18-5072",2018,0,0
"18-5073",2018,0,0
"18-5074",2018,0,0
"18-5075",2018,0,0
"18-5076",2018,0,0
"18-5077",2018,0,0
"18-5078",2018,0,0
"18-5079",2018,0,0
"18-508",2018,0,0
"18-5080",2018,0,0
"18-5081",2018,0,0
"18-5082",2018,0,0
"18-5083",2018,0,0
"18-5084",2018,0,0
"18-5085",2018,0,0
"18-5086",2018,0,0
"18-5087",2018,0,0
"18-5088",2018,0,0
"18-5089",2018,0,0
"18-509",2018,0,0
"18-5090",2018,0,0
"18-5091",2018,0,0
"18-5092",2018,0,0
"18-5093",2018,0,0
"18-5094",2018,0,0
"18-5095",2018,0,0
"18-5096",2018,0,0
"18-5097",2018,0,0
"18-5098",2018,0,0
"18-5099",2018,0,0
"18-51",2018,0,0
"18-510",2018,0,0
"18-5100",2018,0,0
"18-5101",2018,0,0
"18-5102",2018,0,0
"18-5103",2018,0,0
"18-5104",2018,0,0
"18-5105",2018,0,0
"18-5106",2018,0,0
"18-5107",2018,0,0
"18-5108",2018,0,0
"18-5109",2018,0,0
"18-511",2018,0,0
"18-5110",2018,0,0
"18-5111",2018,0,0
"18-5112",2018,0,0
"18-5113",2018,0,0
"18-5114",2018,0,0
"18-5115",2018,0,0
"18-5116",2018,0,0
"18-5117",2018,0,0
"18-5118",2018,0,0
"18-5119",2018,0,0
"18-512",2018,0,0
"18-5120",2018,0,0
"18-5121",2018,0,0
"18-5122",2018,0,0
"18-5123",2018,0,0
"18-5124",2018,0,0
"18-5125",2018,0,0
"18-5126",2018,0,0
"18-5127",2018,0,0
"18-5128",2018,0,0
"18-5129",2018,0,0
"18-513",2018,0,0
"18-5130",2018,0,0
"18-5131",2018,0,0
"18-5132",2018,0,0
"18-5133",2018,0,0
"18-5134",2018,0,0
"18-5135",2018,0,0
"18-5136",2018,0,0
"18-5137",2018,0,0
"18-5138",2018,0,0
"18-5139",2018,0,0
"18-514",2018,0,0
"18-5140",2018,0,0
"18-5141",2018,0,0
"18-5142",2018,0,0
"18-5143",2018,0,0
"18-5144",2018,0,0
"18-5145",2018,0,0
"18-5146",2018,0,0
"18-5147",2018,0,0
"18-5148",2018,0,0
"18-5149",2018,0,0
"18-515",2018,0,0
"18-5150",2018,0,0
"18-5151",2018,0,0
"18-5152",2018,0,0
"18-5153",2018,0,0
"18-5154",2018,0,0
"18-5155",2018,0,0
"18-5156",2018,0,0
"18-5157",2018,0,0
"18-5158",2018,0,0
"18-5159",2018,0,0
"18-516",2018,0,0
"18-5160",2018,0,0
"18-5161",2018,0,0
"18-5162",2018,0,0
"18-5163",2018,0,0
"18-5164",2018,0,0
"18-5165",2018,0,0
"18-5166",2018,0,0
"18-5167",2018,0,0
"18-5168",2018,0,0
"18-5169",2018,0,0
"18-517",2018,0,0
"18-5170",2018,0,0
"18-5171",2018,0,0
"18-5172",2018,0,0
"18-5173",2018,0,0
"18-5174",2018,0,0
"18-5175",2018,0,0
"18-5176",2018,0,0
"18-5177",2018,0,0
"18-5178",2018,0,0
"18-5179",2018,0,0
"18-518",2018,0,0
"18-5180",2018,0,0
"18-5181",2018,0,0
"18-5182",2018,0,0
"18-5183",2018,0,0
"18-5184",2018,0,0
"18-5185",2018,0,0
"18-5186",2018,0,0
"18-5187",2018,0,0
"18-5188",2018,0,0
"18-5189",2018,0,0
"18-519",2018,0,0
"18-5190",2018,0,0
"18-5191",2018,0,0
"18-5192",2018,0,0
"18-5193",2018,0,0
"18-5194",2018,0,0
"18-5195",2018,0,0
"18-5196",2018,0,0
"18-5197",2018,0,0
"18-5198",2018,0,0
"18-5199",2018,0,0
"18-52",2018,0,0
"18-520",2018,0,0
"18-5200",2018,0,0
"18-5201",2018,0,0
"18-5202",2018,0,0
"18-5203",2018,0,0
"18-5204",2018,0,0
"18-5205",2018,0,0
"18-5206",2018,0,0
"18-5207",2018,0,0
"18-5208",2018,0,0
"18-5209",2018,0,0
"18-521",2018,0,0
"18-5210",2018,0,0
"18-5211",2018,0,0
"18-5212",2018,0,0
"18-5213",2018,0,0
"18-5214",2018,0,0
"18-5215",2018,0,0
"18-5216",2018,0,0
"18-5217",2018,0,0
"18-5218",2018,0,0
"18-5219",2018,0,0
"18-522",2018,0,0
"18-5220",2018,0,0
"18-5221",2018,0,0
"18-5222",2018,0,0
"18-5223",2018,0,0
"18-5224",2018,0,0
"18-5225",2018,0,0
"18-5226",2018,0,0
"18-5227",2018,0,0
"18-5228",2018,0,0
"18-5229",2018,0,0
"18-523",2018,0,0
"18-5230",2018,0,0
"18-5231",2018,0,0
"18-5232",2018,0,0
"18-5233",2018,0,0
"18-5234",2018,0,0
"18-5235",2018,0,0
"18-5236",2018,0,0
"18-5237",2018,0,0
"18-5238",2018,0,0
"18-5239",2018,1,0
"18-524",2018,0,0
"18-5240",2018,0,0
"18-5241",2018,0,0
"18-5242",2018,0,0
"18-5243",2018,0,0
"18-5244",2018,0,0
"18-5245",2018,0,0
"18-5246",2018,0,0
"18-5247",2018,0,0
"18-5248",2018,0,0
"18-5249",2018,0,0
"18-525",2018,7,1
"18-5250",2018,0,0
"18-5251",2018,0,0
"18-5252",2018,0,0
"18-5253",2018,0,0
"18-5254",2018,0,0
"18-5255",2018,0,0
"18-5256",2018,0,0
"18-5257",2018,0,0
"18-5258",2018,0,0
"18-5259",2018,0,0
"18-526",2018,0,0
"18-5260",2018,0,0
"18-5261",2018,0,0
"18-5262",2018,0,0
"18-5263",2018,0,0
"18-5264",2018,0,0
"18-5265",2018,0,0
"18-5266",2018,0,0
"18-5267",2018,0,0
"18-5268",2018,0,0
"18-5269",2018,0,0
"18-527",2018,0,0
"18-5270",2018,0,0
"18-5271",2018,0,0
"18-5272",2018,0,0
"18-5273",2018,0,0
"18-5274",2018,0,0
"18-5275",2018,0,0
"18-5276",2018,0,0
"18-5277",2018,0,0
"18-5278",2018,0,0
"18-5279",2018,0,0
"18-528",2018,0,0
"18-5280",2018,0,0
"18-5281",2018,0,0
"18-5282",2018,0,0
"18-5283",2018,0,0
"18-5284",2018,0,0
"18-5285",2018,0,0
"18-5286",2018,0,0
"18-5287",2018,0,0
"18-5288",2018,0,0
"18-5289",2018,0,0
"18-529",2018,0,0
"18-5290",2018,0,0
"18-5291",2018,0,0
"18-5292",2018,0,0
"18-5293",2018,0,0
"18-5294",2018,0,0
"18-5295",2018,0,0
"18-5296",2018,0,0
"18-5297",2018,0,0
"18-5298",2018,0,0
"18-5299",2018,0,0
"18-53",2018,0,0
"18-530",2018,2,0
"18-5300",2018,0,0
"18-5301",2018,0,0
"18-5302",2018,0,0
"18-5303",2018,0,0
"18-5304",2018,0,0
"18-5305",2018,0,0
"18-5306",2018,0,0
"18-5307",2018,0,0
"18-5308",2018,0,0
"18-5309",2018,0,0
"18-531",2018,0,0
"18-5310",2018,0,0
"18-5311",2018,0,0
"18-5312",2018,0,0
"18-5313",2018,0,0
"18-5314",2018,0,0
"18-5315",2018,0,0
"18-5316",2018,0,0
"18-5317",2018,0,0
"18-5318",2018,0,0
"18-5319",2018,0,0
"18-532",2018,1,0
"18-5320",2018,0,0
"18-5321",2018,0,0
"18-5322",2018,0,0
"18-5323",2018,0,0
"18-5324",2018,0,0
"18-5325",2018,0,0
"18-5326",2018,0,0
"18-5327",2018,0,0
"18-5328",2018,0,0
"18-5329",2018,0,0
"18-533",2018,0,0
"18-5330",2018,0,0
"18-5331",2018,0,0
"18-5332",2018,0,0
"18-5333",2018,0,0
"18-5334",2018,0,0
"18-5335",2018,0,0
"18-5336",2018,0,0
"18-5337",2018,0,0
"18-5338",2018,0,0
"18-5339",2018,0,0
"18-534",2018,0,0
"18-5340",2018,0,0
"18-5341",2018,0,0
"18-5342",2018,0,0
"18-5343",2018,0,0
"18-5344",2018,0,0
"18-5345",2018,0,0
"18-5346",2018,0,0
"18-5347",2018,0,0
"18-5348",2018,0,0
"18-5349",2018,0,0
"18-535",2018,0,0
"18-5350",2018,0,0
"18-5351",2018,0,0
"18-5352",2018,0,0
"18-5353",2018,0,0
"18-5354",2018,0,0
"18-5355",2018,0,0
"18-5356",2018,0,0
"18-5357",2018,0,0
"18-5358",2018,0,0
"18-5359",2018,0,0
"18-536",2018,0,0
"18-5360",2018,0,0
"18-5361",2018,0,0
"18-5362",2018,0,0
"18-5363",2018,0,0
"18-5364",2018,0,0
"18-5365",2018,0,0
"18-5366",2018,0,0
"18-5367",2018,0,0
"18-5368",2018,0,0
"18-5369",2018,0,0
"18-537",2018,0,0
"18-5370",2018,0,0
"18-5371",2018,0,0
"18-5372",2018,0,0
"18-5373",2018,0,0
"18-5374",2018,0,0
"18-5375",2018,0,0
"18-5376",2018,0,0
"18-5377",2018,0,0
"18-5378",2018,0,0
"18-5379",2018,0,0
"18-538",2018,0,0
"18-5380",2018,0,0
"18-5381",2018,0,0
"18-5382",2018,0,0
"18-5383",2018,0,0
"18-5384",2018,0,0
"18-5385",2018,0,0
"18-5386",2018,0,0
"18-5387",2018,0,0
"18-5388",2018,0,0
"18-5389",2018,0,0
"18-539",2018,0,0
"18-5390",2018,0,0
"18-5391",2018,0,0
"18-5392",2018,0,0
"18-5393",2018,0,0
"18-5394",2018,0,0
"18-5395",2018,0,0
"18-5396",2018,0,0
"18-5397",2018,0,0
"18-5398",2018,0,0
"18-5399",2018,0,0
"18-54",2018,2,0
"18-540",2018,20,1
"18-5400",2018,0,0
"18-5401",2018,0,0
"18-5402",2018,0,0
"18-5403",2018,0,0
"18-5404",2018,0,0
"18-5405",2018,0,0
"18-5406",2018,0,0
"18-5407",2018,0,0
"18-5408",2018,0,0
"18-5409",2018,0,0
"18-541",2018,0,0
"18-5410",2018,0,0
"18-5411",2018,0,0
"18-5412",2018,0,0
"18-5413",2018,0,0
"18-5414",2018,0,0
"18-5415",2018,0,0
"18-5416",2018,0,0
"18-5417",2018,0,0
"18-5418",2018,0,0
"18-5419",2018,0,0
"18-542",2018,0,0
"18-5420",2018,0,0
"18-5421",2018,0,0
"18-5422",2018,0,0
"18-5423",2018,0,0
"18-5424",2018,0,0
"18-5425",2018,0,0
"18-5426",2018,0,0
"18-5427",2018,0,0
"18-5428",2018,0,0
"18-5429",2018,0,0
"18-543",2018,0,0
"18-5430",2018,0,0
"18-5431",2018,0,0
"18-5432",2018,0,0
"18-5433",2018,0,0
"18-5434",2018,0,0
"18-5435",2018,0,0
"18-5436",2018,0,0
"18-5437",2018,0,0
"18-5438",2018,0,0
"18-5439",2018,0,0
"18-544",2018,0,0
"18-5440",2018,0,0
"18-5441",2018,0,0
"18-5442",2018,0,0
"18-5443",2018,0,0
"18-5444",2018,0,0
"18-5445",2018,0,0
"18-5446",2018,0,0
"18-5447",2018,0,0
"18-5448",2018,0,0
"18-5449",2018,0,0
"18-545",2018,0,0
"18-5450",2018,0,0
"18-5451",2018,0,0
"18-5452",2018,0,0
"18-5453",2018,0,0
"18-5454",2018,0,0
"18-5455",2018,0,0
"18-5456",2018,0,0
"18-5457",2018,0,0
"18-5458",2018,0,0
"18-5459",2018,0,0
"18-546",2018,3,0
"18-5460",2018,0,0
"18-5461",2018,0,0
"18-5462",2018,0,0
"18-5463",2018,0,0
"18-5464",2018,0,0
"18-5465",2018,0,0
"18-5466",2018,0,0
"18-5467",2018,0,0
"18-5468",2018,0,0
"18-5469",2018,0,0
"18-547",2018,10,0
"18-5470",2018,0,0
"18-5471",2018,0,0
"18-5472",2018,0,0
"18-5473",2018,0,0
"18-5474",2018,0,0
"18-5475",2018,0,0
"18-5476",2018,0,0
"18-5477",2018,0,0
"18-5478",2018,0,0
"18-5479",2018,0,0
"18-548",2018,0,0
"18-5480",2018,0,0
"18-5481",2018,0,0
"18-5482",2018,0,0
"18-5483",2018,0,0
"18-5484",2018,0,0
"18-5485",2018,0,0
"18-5486",2018,0,0
"18-5487",2018,0,0
"18-5488",2018,0,0
"18-5489",2018,0,0
"18-549",2018,0,0
"18-5490",2018,0,0
"18-5491",2018,0,0
"18-5492",2018,0,0
"18-5493",2018,0,0
"18-5494",2018,0,0
"18-5495",2018,0,0
"18-5496",2018,0,0
"18-5497",2018,0,0
"18-5498",2018,0,0
"18-5499",2018,0,0
"18-55",2018,0,0
"18-550",2018,0,0
"18-5500",2018,0,0
"18-5501",2018,0,0
"18-5502",2018,0,0
"18-5503",2018,0,0
"18-5504",2018,0,0
"18-5505",2018,0,0
"18-5506",2018,0,0
"18-5507",2018,0,0
"18-5508",2018,0,0
"18-5509",2018,0,0
"18-551",2018,0,0
"18-5510",2018,0,0
"18-5511",2018,0,0
"18-5512",2018,0,0
"18-5513",2018,0,0
"18-5514",2018,0,0
"18-5515",2018,0,0
"18-5516",2018,0,0
"18-5517",2018,0,0
"18-5518",2018,0,0
"18-5519",2018,0,0
"18-552",2018,0,0
"18-5520",2018,0,0
"18-5521",2018,0,0
"18-5522",2018,0,0
"18-5523",2018,0,0
"18-5524",2018,0,0
"18-5525",2018,0,0
"18-5526",2018,0,0
"18-5527",2018,0,0
"18-5528",2018,0,0
"18-5529",2018,0,0
"18-553",2018,0,0
"18-5530",2018,0,0
"18-5531",2018,0,0
"18-5532",2018,0,0
"18-5533",2018,0,0
"18-5534",2018,0,0
"18-5535",2018,0,0
"18-5536",2018,0,0
"18-5537",2018,0,0
"18-5538",2018,0,0
"18-5539",2018,0,0
"18-554",2018,0,0
"18-5540",2018,0,0
"18-5541",2018,0,0
"18-5542",2018,0,0
"18-5543",2018,0,0
"18-5544",2018,0,0
"18-5545",2018,0,0
"18-5546",2018,0,0
"18-5547",2018,0,0
"18-5548",2018,0,0
"18-5549",2018,0,0
"18-555",2018,2,0
"18-5550",2018,0,0
"18-5551",2018,0,0
"18-5552",2018,0,0
"18-5553",2018,0,0
"18-5554",2018,0,0
"18-5555",2018,0,0
"18-5556",2018,0,0
"18-5557",2018,0,0
"18-5558",2018,0,0
"18-5559",2018,0,0
"18-556",2018,10,1
"18-5560",2018,0,0
"18-5561",2018,0,0
"18-5562",2018,0,0
"18-5563",2018,0,0
"18-5564",2018,0,0
"18-5565",2018,0,0
"18-5566",2018,0,0
"18-5567",2018,0,0
"18-5568",2018,0,0
"18-5569",2018,0,0
"18-557",2018,5,1
"18-5570",2018,0,0
"18-5571",2018,0,0
"18-5572",2018,0,0
"18-5573",2018,0,0
"18-5574",2018,0,0
"18-5575",2018,0,0
"18-5576",2018,0,0
"18-5577",2018,0,0
"18-5578",2018,0,0
"18-5579",2018,0,0
"18-558",2018,0,0
"18-5580",2018,0,0
"18-5581",2018,0,0
"18-5582",2018,0,0
"18-5583",2018,0,0
"18-5584",2018,0,0
"18-5585",2018,0,0
"18-5586",2018,0,0
"18-5587",2018,0,0
"18-5588",2018,0,0
"18-5589",2018,0,0
"18-559",2018,0,0
"18-5590",2018,0,0
"18-5591",2018,0,0
"18-5592",2018,0,0
"18-5593",2018,0,0
"18-5594",2018,0,0
"18-5595",2018,0,0
"18-5596",2018,0,0
"18-5597",2018,0,0
"18-5598",2018,0,0
"18-5599",2018,0,0
"18-56",2018,0,0
"18-560",2018,0,0
"18-5600",2018,0,0
"18-5601",2018,0,0
"18-5602",2018,0,0
"18-5603",2018,0,0
"18-5604",2018,0,0
"18-5605",2018,0,0
"18-5606",2018,0,0
"18-5607",2018,0,0
"18-5608",2018,0,0
"18-5609",2018,0,0
"18-561",2018,1,0
"18-5610",2018,0,0
"18-5611",2018,0,0
"18-5612",2018,0,0
"18-5613",2018,0,0
"18-5614",2018,0,0
"18-5615",2018,0,0
"18-5616",2018,0,0
"18-5617",2018,0,0
"18-5618",2018,0,0
"18-5619",2018,0,0
"18-562",2018,0,0
"18-5620",2018,0,0
"18-5621",2018,0,0
"18-5622",2018,0,0
"18-5623",2018,0,0
"18-5624",2018,0,0
"18-5625",2018,0,0
"18-5626",2018,0,0
"18-5627",2018,0,0
"18-5628",2018,0,0
"18-5629",2018,0,0
"18-563",2018,0,0
"18-5630",2018,0,0
"18-5631",2018,0,0
"18-5632",2018,0,0
"18-5633",2018,0,0
"18-5634",2018,0,0
"18-5635",2018,0,0
"18-5636",2018,0,0
"18-5637",2018,0,0
"18-5638",2018,0,0
"18-5639",2018,0,0
"18-564",2018,0,0
"18-5640",2018,0,0
"18-5641",2018,0,0
"18-5642",2018,0,0
"18-5643",2018,0,0
"18-5644",2018,0,0
"18-5645",2018,0,0
"18-5646",2018,0,0
"18-5647",2018,0,0
"18-5648",2018,0,0
"18-5649",2018,0,0
"18-565",2018,8,1
"18-5650",2018,0,0
"18-5651",2018,0,0
"18-5652",2018,0,0
"18-5653",2018,0,0
"18-5654",2018,0,0
"18-5655",2018,0,0
"18-5656",2018,0,0
"18-5657",2018,0,0
"18-5658",2018,0,0
"18-5659",2018,0,0
"18-566",2018,0,0
"18-5660",2018,0,0
"18-5661",2018,0,0
"18-5662",2018,0,0
"18-5663",2018,0,0
"18-5664",2018,0,0
"18-5665",2018,0,0
"18-5666",2018,0,0
"18-5667",2018,0,0
"18-5668",2018,0,0
"18-5669",2018,0,0
"18-567",2018,0,0
"18-5670",2018,0,0
"18-5671",2018,0,0
"18-5672",2018,0,0
"18-5673",2018,0,0
"18-5674",2018,0,0
"18-5675",2018,0,0
"18-5676",2018,0,0
"18-5677",2018,0,0
"18-5678",2018,0,0
"18-5679",2018,0,0
"18-568",2018,0,0
"18-5680",2018,0,0
"18-5681",2018,0,0
"18-5682",2018,0,0
"18-5683",2018,0,0
"18-5684",2018,0,0
"18-5685",2018,0,0
"18-5686",2018,0,0
"18-5687",2018,0,0
"18-5688",2018,0,0
"18-5689",2018,0,0
"18-569",2018,0,0
"18-5690",2018,0,0
"18-5691",2018,0,0
"18-5692",2018,0,0
"18-5693",2018,0,0
"18-5694",2018,0,0
"18-5695",2018,0,0
"18-5696",2018,0,0
"18-5697",2018,0,0
"18-5698",2018,0,0
"18-5699",2018,0,0
"18-57",2018,0,0
"18-570",2018,0,0
"18-5700",2018,0,0
"18-5701",2018,0,0
"18-5702",2018,0,0
"18-5703",2018,0,0
"18-5704",2018,0,0
"18-5705",2018,0,0
"18-5706",2018,0,0
"18-5707",2018,0,0
"18-5708",2018,0,0
"18-5709",2018,0,0
"18-571",2018,0,0
"18-5710",2018,0,0
"18-5711",2018,0,0
"18-5712",2018,0,0
"18-5713",2018,0,0
"18-5714",2018,0,0
"18-5715",2018,0,0
"18-5716",2018,0,0
"18-5717",2018,0,0
"18-5718",2018,0,0
"18-5719",2018,0,0
"18-572",2018,0,0
"18-5720",2018,0,0
"18-5721",2018,0,0
"18-5722",2018,0,0
"18-5723",2018,0,0
"18-5724",2018,0,0
"18-5725",2018,0,0
"18-5726",2018,0,0
"18-5727",2018,0,0
"18-5728",2018,0,0
"18-5729",2018,0,0
"18-573",2018,3,0
"18-5730",2018,0,0
"18-5731",2018,0,0
"18-5732",2018,0,0
"18-5733",2018,0,0
"18-5734",2018,0,0
"18-5735",2018,0,0
"18-5736",2018,0,0
"18-5737",2018,0,0
"18-5738",2018,0,0
"18-5739",2018,0,0
"18-574",2018,0,0
"18-5740",2018,0,0
"18-5741",2018,0,0
"18-5742",2018,0,0
"18-5743",2018,0,0
"18-5744",2018,0,0
"18-5745",2018,0,0
"18-5746",2018,0,0
"18-5747",2018,0,0
"18-5748",2018,0,0
"18-5749",2018,0,0
"18-575",2018,4,0
"18-5750",2018,0,0
"18-5751",2018,0,0
"18-5752",2018,0,0
"18-5753",2018,0,0
"18-5754",2018,0,0
"18-5755",2018,0,0
"18-5756",2018,0,0
"18-5757",2018,0,0
"18-5758",2018,0,0
"18-5759",2018,0,0
"18-576",2018,0,0
"18-5760",2018,0,0
"18-5761",2018,0,0
"18-5762",2018,0,0
"18-5763",2018,0,0
"18-5764",2018,0,0
"18-5765",2018,0,0
"18-5766",2018,0,0
"18-5767",2018,0,0
"18-5768",2018,0,0
"18-5769",2018,0,0
"18-577",2018,0,0
"18-5770",2018,0,0
"18-5771",2018,0,0
"18-5772",2018,0,0
"18-5773",2018,0,0
"18-5774",2018,0,0
"18-5775",2018,0,0
"18-5776",2018,0,0
"18-5777",2018,0,0
"18-5778",2018,0,0
"18-5779",2018,0,0
"18-578",2018,0,0
"18-5780",2018,0,0
"18-5781",2018,0,0
"18-5782",2018,0,0
"18-5783",2018,0,0
"18-5784",2018,0,0
"18-5785",2018,0,0
"18-5786",2018,0,0
"18-5787",2018,0,0
"18-5788",2018,0,0
"18-5789",2018,0,0
"18-579",2018,2,0
"18-5790",2018,0,0
"18-5791",2018,0,0
"18-5792",2018,0,0
"18-5793",2018,0,0
"18-5794",2018,0,0
"18-5795",2018,0,0
"18-5796",2018,0,0
"18-5797",2018,0,0
"18-5798",2018,0,0
"18-5799",2018,0,0
"18-58",2018,0,0
"18-580",2018,0,0
"18-5800",2018,0,0
"18-5801",2018,0,0
"18-5802",2018,0,0
"18-5803",2018,0,0
"18-5804",2018,0,0
"18-5805",2018,0,0
"18-5806",2018,0,0
"18-5807",2018,0,0
"18-5808",2018,0,0
"18-5809",2018,0,0
"18-581",2018,4,0
"18-5810",2018,0,0
"18-5811",2018,0,0
"18-5812",2018,0,0
"18-5813",2018,0,0
"18-5814",2018,0,0
"18-5815",2018,0,0
"18-5816",2018,0,0
"18-5817",2018,0,0
"18-5818",2018,0,0
"18-5819",2018,0,0
"18-582",2018,0,0
"18-5820",2018,0,0
"18-5821",2018,0,0
"18-5822",2018,0,0
"18-5823",2018,0,0
"18-5824",2018,0,0
"18-5825",2018,0,0
"18-5826",2018,0,0
"18-5827",2018,0,0
"18-5828",2018,0,0
"18-5829",2018,0,0
"18-583",2018,0,0
"18-5830",2018,0,0
"18-5831",2018,0,0
"18-5832",2018,0,0
"18-5833",2018,0,0
"18-5834",2018,0,0
"18-5835",2018,0,0
"18-5836",2018,0,0
"18-5837",2018,0,0
"18-5838",2018,0,0
"18-5839",2018,0,0
"18-584",2018,0,0
"18-5840",2018,0,0
"18-5841",2018,0,0
"18-5842",2018,0,0
"18-5843",2018,0,0
"18-5844",2018,0,0
"18-5845",2018,0,0
"18-5846",2018,0,0
"18-5847",2018,0,0
"18-5848",2018,0,0
"18-5849",2018,0,0
"18-585",2018,0,0
"18-5850",2018,0,0
"18-5851",2018,0,0
"18-5852",2018,0,0
"18-5853",2018,0,0
"18-5854",2018,0,0
"18-5855",2018,0,0
"18-5856",2018,0,0
"18-5857",2018,0,0
"18-5858",2018,1,0
"18-5859",2018,0,0
"18-586",2018,0,0
"18-5860",2018,0,0
"18-5861",2018,0,0
"18-5862",2018,0,0
"18-5863",2018,0,0
"18-5864",2018,0,0
"18-5865",2018,0,0
"18-5866",2018,0,0
"18-5867",2018,0,0
"18-5868",2018,0,0
"18-5869",2018,0,0
"18-587",2018,49,0
"18-5870",2018,0,0
"18-5871",2018,0,1
"18-5872",2018,0,0
"18-5873",2018,0,0
"18-5874",2018,0,0
"18-5875",2018,0,0
"18-5876",2018,0,0
"18-5877",2018,0,0
"18-5878",2018,0,0
"18-5879",2018,0,0
"18-588",2018,1,0
"18-5880",2018,0,0
"18-5881",2018,0,0
"18-5882",2018,0,1
"18-5883",2018,0,0
"18-5884",2018,0,0
"18-5885",2018,0,0
"18-5886",2018,0,0
"18-5887",2018,0,0
"18-5888",2018,0,0
"18-5889",2018,0,0
"18-589",2018,2,0
"18-5890",2018,0,0
"18-5891",2018,0,0
"18-5892",2018,0,0
"18-5893",2018,0,1
"18-5894",2018,0,0
"18-5895",2018,0,0
"18-5896",2018,0,0
"18-5897",2018,0,0
"18-5898",2018,0,0
"18-5899",2018,0,0
"18-59",2018,0,0
"18-590",2018,0,0
"18-5900",2018,0,0
"18-5901",2018,0,0
"18-5902",2018,0,0
"18-5903",2018,0,0
"18-5904",2018,0,0
"18-5905",2018,0,0
"18-5906",2018,0,0
"18-5907",2018,0,0
"18-5908",2018,0,0
"18-5909",2018,0,0
"18-591",2018,0,0
"18-5910",2018,0,0
"18-5911",2018,0,0
"18-5912",2018,0,0
"18-5913",2018,0,0
"18-5914",2018,0,0
"18-5915",2018,0,0
"18-5916",2018,0,0
"18-5917",2018,0,0
"18-5918",2018,0,0
"18-5919",2018,0,0
"18-592",2018,0,0
"18-5920",2018,0,0
"18-5921",2018,0,0
"18-5922",2018,0,0
"18-5923",2018,0,0
"18-5924",2018,12,1
"18-5925",2018,0,0
"18-5926",2018,0,0
"18-5927",2018,0,0
"18-5928",2018,0,0
"18-5929",2018,0,0
"18-593",2018,0,0
"18-5930",2018,0,0
"18-5931",2018,0,0
"18-5932",2018,0,0
"18-5933",2018,0,0
"18-5934",2018,0,0
"18-5935",2018,0,0
"18-5936",2018,0,0
"18-5937",2018,0,0
"18-5938",2018,0,0
"18-5939",2018,0,0
"18-594",2018,0,0
"18-5940",2018,0,0
"18-5941",2018,0,0
"18-5942",2018,0,0
"18-5943",2018,0,0
"18-5944",2018,0,0
"18-5945",2018,0,0
"18-5946",2018,0,0
"18-5947",2018,0,0
"18-5948",2018,0,0
"18-5949",2018,0,0
"18-595",2018,0,0
"18-5950",2018,0,0
"18-5951",2018,0,0
"18-5952",2018,0,0
"18-5953",2018,0,0
"18-5954",2018,0,0
"18-5955",2018,0,0
"18-5956",2018,0,0
"18-5957",2018,0,0
"18-5958",2018,0,0
"18-5959",2018,0,0
"18-596",2018,0,0
"18-5960",2018,0,0
"18-5961",2018,0,0
"18-5962",2018,0,0
"18-5963",2018,0,0
"18-5964",2018,0,0
"18-5965",2018,0,0
"18-5966",2018,0,0
"18-5967",2018,0,0
"18-5968",2018,0,0
"18-5969",2018,0,0
"18-597",2018,0,0
"18-5970",2018,0,0
"18-5971",2018,0,0
"18-5972",2018,0,0
"18-5973",2018,0,0
"18-5974",2018,0,0
"18-5975",2018,0,0
"18-5976",2018,0,0
"18-5977",2018,0,0
"18-5978",2018,0,0
"18-5979",2018,0,0
"18-598",2018,0,0
"18-5980",2018,0,0
"18-5981",2018,0,0
"18-5982",2018,0,0
"18-5983",2018,0,0
"18-5984",2018,0,0
"18-5985",2018,0,0
"18-5986",2018,0,0
"18-5987",2018,0,0
"18-5988",2018,0,0
"18-5989",2018,0,0
"18-599",2018,0,0
"18-5990",2018,0,0
"18-5991",2018,0,0
"18-5992",2018,0,0
"18-5993",2018,0,0
"18-5994",2018,0,0
"18-5995",2018,0,0
"18-5996",2018,0,0
"18-5997",2018,0,0
"18-5998",2018,0,0
"18-5999",2018,0,0
"18-6",2018,0,0
"18-60",2018,0,0
"18-600",2018,2,0
"18-6000",2018,0,0
"18-6001",2018,0,0
"18-6002",2018,0,0
"18-6003",2018,0,0
"18-6004",2018,0,0
"18-6005",2018,0,0
"18-6006",2018,0,0
"18-6007",2018,0,0
"18-6008",2018,0,0
"18-6009",2018,0,0
"18-601",2018,3,0
"18-6010",2018,0,0
"18-6011",2018,0,0
"18-6012",2018,0,0
"18-6013",2018,0,0
"18-6014",2018,0,0
"18-6015",2018,0,0
"18-6016",2018,0,0
"18-6017",2018,0,0
"18-6018",2018,0,0
"18-6019",2018,0,0
"18-602",2018,0,0
"18-6020",2018,0,0
"18-6021",2018,0,0
"18-6022",2018,0,0
"18-6023",2018,0,0
"18-6024",2018,0,0
"18-6025",2018,0,0
"18-6026",2018,0,0
"18-6027",2018,0,0
"18-6028",2018,0,0
"18-6029",2018,0,0
"18-603",2018,0,0
"18-6030",2018,0,0
"18-6031",2018,0,0
"18-6032",2018,0,0
